# WARNCELLID;NAME;KURZNAME;KENNUNG (SIGN)
816069004;Gemeinde Bischofrod;Bischofrod;
816069006;Gemeinde Brünn/Thür.;Brünn/Thür.;
816069008;Gemeinde Dingsleben;Dingsleben;
816069009;Gemeinde Ehrenberg;Ehrenberg;
816069011;Gemeinde Eichenberg;Eichenberg;
816069012;Stadt Eisfeld;Eisfeld;
816069015;Gemeinde Gompertshausen;Gompertshausen;
816069016;Gemeinde Grimmelshausen;Grimmelshausen;
816069017;Gemeinde Grub;Grub;
816069019;Gemeinde Hellingen;Hellingen;
816069021;Gemeinde Henfstädt;Henfstädt;
816069024;Stadt Hildburghausen;Hildburghausen;
816069025;Gemeinde Kloster Veßra;Kloster Veßra;
816069026;Gemeinde Lengfeld;Lengfeld;
816069028;Gemeinde Marisfeld;Marisfeld;
816069035;Gemeinde Oberstadt;Oberstadt;
816069037;Gemeinde Reurieth;Reurieth;
816069039;Gemeinde Sachsenbrunn;Sachsenbrunn;
816069041;Gemeinde Schlechtsart;Schlechtsart;
816069042;Gemeinde Schleusegrund;Schleusegrund;
816069043;Stadt Schleusingen;Schleusingen;
816069044;Gemeinde Schmeheim;Schmeheim;
816069046;Gemeinde Schweickershausen;Schweickershau.;
816069047;Gemeinde St. Bernhard;St. Bernhard;
816069048;Gemeinde St. Kilian;St. Kilian;
816069049;Gemeinde Straufhain;Straufhain;
816069051;Stadt Themar;Themar;
816069052;Stadt Ummerstadt;Ummer;
816069053;Gemeinde Veilsdorf;Veilsdorf;
816069056;Gemeinde Westhausen;Westhausen / TH;
816069058;Gemeinde Auengrund;Auengrund;
816069059;Gemeinde Nahetal-Waldau;Nahetal-Waldau;
816069061;Gemeinde Masserberg;Masserberg;
816069062;Stadt Römhild;Römhild;
816070001;Gemeinde Alkersleben;Alkersleben;
816070002;Gemeinde Altenfeld;Altenfeld;
816070003;Gemeinde Angelroda;Angelroda;
816070004;Stadt Arnstadt;Arnstadt;
816070005;Gemeinde Böhlen;Böhlen / TH;
816070006;Gemeinde Bösleben-Wüllersleben;Bösleben-Wül.;
816070008;Gemeinde Dornheim;Dornheim;
816070011;Gemeinde Elgersburg;Elgersburg;
816070012;Gemeinde Elleben;Elleben;
816070013;Gemeinde Elxleben;Elxleben / TH;
816070014;Gemeinde Frankenhain;Frankenhain;
816070015;Gemeinde Frauenwald;Frauenwald;
816070016;Gemeinde Friedersdorf;Friedersdorf;
816070017;Gemeinde Gehlberg;Gehlberg;
816070018;Stadt Gehren;Gehren;
816070019;Gemeinde Geraberg;Geraberg;
816070021;Gemeinde Geschwenda;Geschwenda;
816070022;Gemeinde Gillersdorf;Gillersdorf;
816070023;Gemeinde Gossel;Gossel;
816070024;Gemeinde Gräfenroda;Gräfenroda;
816070025;Stadt Großbreitenbach;Großbreitenbach;
816070027;Gemeinde Herschdorf;Herschdorf;
816070028;Gemeinde Amt Wachsenburg;Amt Wachsenburg;
816070029;Stadt Ilmenau;Ilmenau;
816070031;Gemeinde Kirchheim;Kirchheim;
816070032;Stadt Langewiesen;Langewiesen;
816070033;Gemeinde Liebenstein;Liebenstein;
816070034;Gemeinde Martinroda;Martinroda;
816070037;Gemeinde Neusiß;Neusiß;
816070038;Gemeinde Neustadt am Rennsteig;Neustadt a.Rs.;
816070041;Gemeinde Osthausen-Wülfershausen;Osthausen-Wülf.;
816070042;Gemeinde Pennewitz;Pennewitz;
816070043;Stadt Plaue;Stadt Plaue;
816070044;Gemeinde Rockhausen;Rockhausen;
816070046;Gemeinde Schmiedefeld am Rennsteig;Schmiedef. a.R.;
816070048;Stadt Stadtilm;Stadtilm;
816070049;Gemeinde Stützerbach;Stützerbach;
816070052;Gemeinde Wildenspring;Wildenspring;
816070053;Gemeinde Wipfratal;Wipfratal;
816070054;Gemeinde Witzleben;Witzleben;
816070055;Gemeinde Wolfsberg;Wolfsberg;
816070056;Gemeinde Ilmtal;Ilmtal;
816071001;Stadt Apolda;Apolda;
816071003;Stadt Bad Berka;Bad Berka;
816071004;Stadt Bad Sulza;Bad Sulza;
816071005;Gemeinde Ballstedt;Ballstedt;
816071006;Gemeinde Bechstedtstraß;Bechstedtstraß;
816071007;Gemeinde Berlstedt;Berlstedt;
816071008;Stadt Blankenhain;Blankenhain;
816071009;Gemeinde Buchfart;Buchfart;
816071011;Stadt Buttelstedt;Buttelstedt;
816071012;Gemeinde Daasdorf a. Berge;Daasdorf a.B.;
816071013;Gemeinde Döbritschen;Döbritschen;
816071015;Gemeinde Eberstedt;Eberstedt;
816071017;Gemeinde Ettersburg;Ettersburg;
816071019;Gemeinde Frankendorf;Frankendorf;
816071022;Gemeinde Großheringen;Großheringen;
816071023;Gemeinde Großobringen;Großobringen;
816071025;Gemeinde Großschwabhausen;Großschwabhsn.;
816071027;Gemeinde Hammerstedt;Hammerstedt;
816071028;Gemeinde Heichelheim;Heichelheim;
816071031;Gemeinde Hetschburg;Hetschburg;
816071032;Gemeinde Hohenfelden;Hohenfelden;
816071034;Gemeinde Hopfgarten;Hopfgarten;
816071036;Gemeinde Isseroda;Isseroda;
816071037;Gemeinde Kapellendorf;Kapellendorf;
816071038;Gemeinde Kiliansroda;Kiliansroda;
816071039;Gemeinde Kleinobringen;Kleinobringen;
816071042;Gemeinde Kleinschwabhausen;Kleinschwabh.;
816071043;Gemeinde Klettbach;Klettbach;
816071044;Gemeinde Ködderitzsch;Ködderitzsch;
816071046;Stadt Kranichfeld;Kranichfeld;
816071047;Gemeinde Krautheim;Krautheim / BW;
816071048;Gemeinde Kromsdorf;Kromsdorf;
816071049;Gemeinde Lehnstedt;Lehnstedt;
816071051;Gemeinde Leutenthal;Leutenthal;
816071053;Stadt Magdala;Magdala;
816071055;Gemeinde Mechelroda;Mechelroda;
816071056;Gemeinde Mellingen;Mellingen;
816071057;Gemeinde Mönchenholzhausen;Mönchenholzhaus;
816071059;Gemeinde Nauendorf;Nauendorf;
816071061;Stadt Neumark;Stadt Neumark;
816071064;Gemeinde Niedertrebra;Niedertrebra;
816071065;Gemeinde Niederzimmern;Niederzimmern;
816071067;Gemeinde Nohra;Nohra / TH;
816071069;Gemeinde Obertrebra;Obertrebra;
816071071;Gemeinde Oettern;Oettern;
816071073;Gemeinde Ottstedt a. Berge;Ottstedt a. B.;
816071076;Gemeinde Ramsla;Ramsla;
816071077;Gemeinde Rannstedt;Rannstedt;
816071079;Gemeinde Rittersdorf;Rittersdorf TH;
816071081;Gemeinde Rohrbach;Rohrbach;
816071082;Gemeinde Sachsenhausen;Sachsenhausen;
816071083;Gemeinde Schmiedehausen;Schmiedehausen;
816071085;Gemeinde Schwerstedt;Schwerstedt TH;
816071087;Gemeinde Tonndorf;Tonndorf;
816071088;Gemeinde Troistedt;Troistedt;
816071089;Gemeinde Umpferstedt;Umpferstedt;
816071092;Gemeinde Vippachedelhausen;Vippachedelhsn.;
816071093;Gemeinde Vollersroda;Vollersroda;
816071095;Gemeinde Wiegendorf;Wiegendorf;
816071097;Gemeinde Wohlsborn;Wohlsborn;
816071099;Gemeinde Saaleplatte;Saaleplatte;
816071101;Gemeinde Ilmtal-Weinstraße;Ilmtal-Weinstr.;
816072001;Gemeinde Bachfeld;Bachfeld;
816072005;Gemeinde Föritz;Föritz;
816072006;Gemeinde Goldisthal;Goldisthal;
816072009;Gemeinde Judenbach;Judenbach;
816072011;Stadt Lauscha;Lauscha;
816072013;Stadt Neuhaus am Rennweg;Neuhaus am Rw.;
816072014;Gemeinde Neuhaus-Schierschnitz;Neuhaus-Schier.;
816072015;Stadt Schalkau;Schalkau;
816072018;Stadt Sonneberg;Sonneberg;
816072019;Stadt Steinach;Steinach / TH;
816072023;Gemeinde Frankenblick;Frankenblick;
816073001;Gemeinde Allendorf;Allendorf / TH;
816073002;Gemeinde Altenbeuthen;Altenbeuthen;
816073005;Stadt Bad Blankenburg;Bad Blankenburg;
816073006;Gemeinde Bechstedt;Bechstedt;
816073013;Gemeinde Cursdorf;Cursdorf;
816073014;Gemeinde Deesbach;Deesbach;
816073017;Gemeinde Döschnitz;Döschnitz;
816073021;Gemeinde Dröbischau;Dröbischau;
816073028;Stadt Gräfenthal;Gräfenthal;
816073035;Gemeinde Hohenwarte;Hohenwarte;
816073036;Gemeinde Kamsdorf;Kamsdorf;
816073037;Gemeinde Katzhütte;Katzhütte;
816073038;Gemeinde Kaulsdorf;Kaulsdorf;
816073046;Stadt Lehesten;Lehesten;
816073049;Gemeinde Lichte;Lichte;
816073054;Gemeinde Mellenbach-Glasbach;Mellenbach-Glb.;
816073055;Gemeinde Meura;Meura;
816073056;Gemeinde Meuselbach-Schwarzmühle;Meuselbach-Sch.;
816073063;Gemeinde Oberhain;Oberhain;
816073065;Stadt Oberweißbach/Thür. Wald;Oberweißbach;
816073066;Gemeinde Piesau;Piesau;
816073067;Gemeinde Probstzella;Probstzella;
816073068;Gemeinde Reichmannsdorf;Reichmannsdorf;
816073074;Gemeinde Rohrbach;Rohrbach / TH;
816073076;Stadt Rudolstadt;Rudolstadt;
816073077;Stadt Saalfeld/Saale;Saalfeld;
816073079;Gemeinde Schmiedefeld;Schmiedefeld;
816073082;Gemeinde Schwarzburg;Schwarzburg;
816073084;Gemeinde Sitzendorf;Sitzendorf;
816073094;Gemeinde Unterweißbach;Unterweißbach;
816073101;Gemeinde Wittgendorf;Wittgendorf;
816073105;Stadt Remda-Teichel;Remda-Teichel;
816073106;Stadt Leutenberg;Leutenberg;
816073107;Gemeinde Drognitz;Drognitz;
816073108;Gemeinde Saalfelder Höhe;Saalfelder Höhe;
816073109;Gemeinde Uhlstädt-Kirchhasel;Uhlstädt-Kirch.;
816073111;Gemeinde Unterwellenborn;Unterwellenborn;
816073112;Stadt Königsee-Rottenbach;Königsee-Rott.;
816074001;Gemeinde Albersdorf;Albersdorf / TH;
816074002;Gemeinde Altenberga;Altenberga;
816074003;Gemeinde Bad Klosterlausnitz;Klosterlausnitz;
816074004;Gemeinde Bibra;Bibra;
816074005;Gemeinde Bobeck;Bobeck;
816074006;Gemeinde Bollberg;Bollberg;
816074007;Gemeinde Bremsnitz;Bremsnitz;
816074008;Gemeinde Bucha;Bucha;
816074009;Stadt Bürgel;Bürgel;
816074011;Stadt Dornburg-Camburg;Dornburg-Camb.;
816074012;Gemeinde Crossen an der Elster;Crossen/Elster;
816074016;Gemeinde Eichenberg;Eichenberg / TH;
816074017;Gemeinde Eineborn;Eineborn;
816074018;Stadt Eisenberg;Eisenberg;
816074019;Gemeinde Frauenprießnitz;Frauenprießnitz;
816074021;Gemeinde Freienorla;Freienorla;
816074022;Gemeinde Geisenhain;Geisenhain;
816074024;Gemeinde Gneus;Gneus;
816074025;Gemeinde Gösen;Gösen;
816074026;Gemeinde Golmsdorf;Golmsdorf;
816074028;Gemeinde Graitschen b. Bürgel;Graitschen;
816074029;Gemeinde Großbockedra;Großbockedra;
816074031;Gemeinde Großeutersdorf;Großeutersdorf;
816074032;Gemeinde Großlöbichau;Großlöbichau;
816074033;Gemeinde Großpürschütz;Großpürschütz;
816074034;Gemeinde Gumperda;Gumperda;
816074036;Gemeinde Hainichen;Hainichen / TH;
816074037;Gemeinde Hainspitz;Hainspitz;
816074038;Gemeinde Hartmannsdorf;Hartmannsdf.;
816074039;Gemeinde Heideland;Heideland / TH;
816074041;Stadt Hermsdorf;Hermsdorf / TH;
816074042;Gemeinde Hummelshain;Hummelshain;
816074043;Gemeinde Jenalöbnitz;Jenalöbnitz;
816074044;Stadt Kahla;Kahla;
816074045;Gemeinde Karlsdorf;Karlsdorf;
816074046;Gemeinde Kleinbockedra;Kleinbockedra;
816074047;Gemeinde Kleinebersdorf;Kleinebersdorf;
816074048;Gemeinde Kleineutersdorf;Kleineutersdorf;
816074049;Gemeinde Laasdorf;Laasdorf;
816074051;Gemeinde Lehesten;Lehesten / TH;
816074052;Gemeinde Lindig;Lindig;
816074053;Gemeinde Lippersdorf-Erdmannsdorf;Lippersdorf-Er.;
816074054;Gemeinde Löberschütz;Löberschütz;
816074055;Gemeinde Mertendorf;Mertendorf / TH;
816074056;Gemeinde Meusebach;Meusebach;
816074057;Gemeinde Milda;Milda;
816074058;Gemeinde Möckern;Möckern / TH;
816074059;Gemeinde Mörsdorf;Mörsdorf / TH;
816074061;Gemeinde Nausnitz;Nausnitz;
816074063;Gemeinde Neuengönna;Neuengönna;
816074064;Gemeinde Oberbodnitz;Oberbodnitz;
816074065;Stadt Orlamünde;Orlamünde;
816074066;Gemeinde Ottendorf;Ottendorf / TH;
816074067;Gemeinde Petersberg;Petersberg / TH;
816074068;Gemeinde Poxdorf;Poxdorf;
816074069;Gemeinde Quirla;Quirla;
816074071;Gemeinde Rattelsdorf;Rattelsdorf;
816074072;Gemeinde Rauda;Rauda;
816074073;Gemeinde Rauschwitz;Rauschwitz;
816074074;Gemeinde Rausdorf;Rausdorf / TH;
816074075;Gemeinde Reichenbach;Reichenbach TH;
816074076;Gemeinde Reinstädt;Reinstädt;
816074077;Gemeinde Renthendorf;Renthendorf;
816074079;Gemeinde Rothenstein;Rothenstein;
816074081;Gemeinde Ruttersdorf-Lotschen;Ruttersdorf-Lo.;
816074082;Gemeinde Scheiditz;Scheiditz;
816074084;Gemeinde Schleifreisen;Schleifreisen;
816074085;Gemeinde Schlöben;Schlöben;
816074086;Gemeinde Schöngleina;Schöngleina;
816074087;Gemeinde Schöps;Schöps;
816074089;Gemeinde Seitenroda;Seitenroda;
816074091;Gemeinde Serba;Serba;
816074092;Gemeinde Silbitz;Silbitz;
816074093;Gemeinde St. Gangloff;St. Gangloff;
816074094;Stadt Stadtroda;Stadtroda;
816074095;Gemeinde Sulza;Sulza;
816074096;Gemeinde Tautenburg;Tautenburg;
816074097;Gemeinde Tautendorf;Tautendorf;
816074098;Gemeinde Tautenhain;Tautenhain;
816074099;Gemeinde Thierschneck;Thierschneck;
816074101;Gemeinde Tissa;Tissa;
816074102;Gemeinde Trockenborn-Wolfersdorf;Trockenborn-W.;
816074103;Gemeinde Tröbnitz;Tröbnitz;
816074104;Gemeinde Unterbodnitz;Unterbodnitz;
816074105;Gemeinde Waldeck;Waldeck;
816074106;Gemeinde Walpernhain;Walpernhain;
816074107;Gemeinde Waltersdorf;Waltersdorf;
816074108;Gemeinde Weißbach;Weißbach / TH;
816074109;Gemeinde Weißenborn;Weißenborn / TH;
816074112;Gemeinde Wichmar;Wichmar;
816074113;Gemeinde Zimmern;Zimmern;
816074114;Gemeinde Zöllnitz;Zöllnitz;
816074116;Stadt Schkölen;Schkölen;
816075002;Gemeinde Birkenhügel;Birkenhügel;
816075003;Gemeinde Blankenberg;Blankenberg TH;
816075004;Gemeinde Blankenstein;Blankenstein;
816075006;Gemeinde Bodelwitz;Bodelwitz;
816075008;Gemeinde Bucha;Bucha / TH;
816075009;Gemeinde Burgk;Burgk;
816075013;Gemeinde Crispendorf;Crispendorf;
816075014;Gemeinde Dittersdorf;Dittersdorf;
816075016;Gemeinde Döbritz;Döbritz;
816075018;Gemeinde Dreba;Dreba;
816075019;Gemeinde Dreitzsch;Dreitzsch;
816075023;Gemeinde Eßbach;Eßbach;
816075029;Gemeinde Geroda;Geroda;
816075031;Gemeinde Gertewitz;Gertewitz;
816075033;Gemeinde Görkwitz;Görkwitz;
816075034;Gemeinde Göschitz;Göschitz;
816075035;Gemeinde Gössitz;Gössitz;
816075039;Gemeinde Grobengereuth;Grobengereuth;
816075042;Gemeinde Harra;Harra;
816075046;Stadt Hirschberg;Hirschberg / TH;
816075047;Gemeinde Keila;Keila;
816075048;Gemeinde Kirschkau;Kirschkau;
816075049;Gemeinde Knau;Knau;
816075051;Gemeinde Kospoda;Kospoda;
816075054;Gemeinde Langenorla;Langenorla;
816075056;Gemeinde Lausnitz b. Neustadt an der Orla;Lausnitz bei N.;
816075057;Gemeinde Lemnitz;Lemnitz;
816075061;Gemeinde Linda b. Neustadt an der Orla;Linda b. Neust.;
816075062;Stadt Bad Lobenstein;Bad Lobenstein;
816075063;Gemeinde Löhma;Löhma;
816075065;Gemeinde Miesitz;Miesitz;
816075066;Gemeinde Mittelpöllnitz;Mittelpöllnitz;
816075068;Gemeinde Moßbach;Moßbach;
816075069;Gemeinde Moxa;Moxa;
816075071;Gemeinde Neundorf (bei Lobenstein);Neundorf b.Lob.;
816075072;Gemeinde Neundorf (bei Schleiz);Neundorf bei S.;
816075073;Stadt Neustadt an der Orla;Neustadt/Orla;
816075074;Gemeinde Nimritz;Nimritz;
816075075;Gemeinde Oberoppurg;Oberoppurg;
816075076;Gemeinde Oettersdorf;Oettersdorf;
816075077;Gemeinde Oppurg;Oppurg;
816075079;Gemeinde Paska;Paska;
816075081;Gemeinde Peuschen;Peuschen;
816075083;Gemeinde Plothen;Plothen;
816075084;Gemeinde Pörmitz;Pörmitz;
816075085;Stadt Pößneck;Pößneck;
816075086;Gemeinde Pottiga;Pottiga;
816075087;Gemeinde Quaschwitz;Quaschwitz;
816075088;Stadt Ranis;Ranis;
816075093;Gemeinde Rosendorf;Rosendorf;
816075097;Gemeinde Schlegel;Schlegel;
816075098;Stadt Schleiz;Schleiz;
816075099;Gemeinde Schmieritz;Schmieritz;
816075101;Gemeinde Schmorda;Schmorda;
816075102;Gemeinde Schöndorf;Schöndorf / TH;
816075103;Gemeinde Seisla;Seisla;
816075105;Gemeinde Solkwitz;Solkwitz;
816075106;Gemeinde Stanau;Stanau;
816075109;Gemeinde Tegau;Tegau;
816075114;Gemeinde Tömmelsdorf;Tömmelsdorf;
816075116;Stadt Triptis;Triptis;
816075119;Gemeinde Volkmannsdorf;Volkmannsdorf;
816075121;Gemeinde Weira;Weira;
816075124;Gemeinde Wernburg;Wernburg;
816075125;Gemeinde Wilhelmsdorf;Wilhelmsdorf;
816075127;Stadt Ziegenrück;Ziegenrück;
816075129;Gemeinde Krölpa;Krölpa;
816075131;Stadt Gefell;Gefell / TH;
816075132;Stadt Tanna;Tanna;
816075133;Stadt Wurzbach;Wurzbach;
816075134;Gemeinde Remptendorf;Remptendorf;
816075135;Stadt Saalburg-Ebersdorf;Saalburg-Ebers.;
816076003;Stadt Bad Köstritz;Bad Köstritz;
816076004;Stadt Berga/Elster;Berga/Elster;
816076006;Gemeinde Bethenhausen;Bethenhausen;
816076007;Gemeinde Bocka;Bocka;
816076008;Gemeinde Brahmenau;Brahmenau;
816076009;Gemeinde Braunichswalde;Braunichswalde;
816076012;Gemeinde Caaschwitz;Caaschwitz;
816076014;Gemeinde Crimla;Crimla;
816076017;Gemeinde Endschütz;Endschütz;
816076019;Gemeinde Gauern;Gauern;
816076022;Stadt Greiz;Greiz;
816076023;Gemeinde Großenstein;Großenstein;
816076026;Gemeinde Hartmannsdorf;Hartmannsdf. TH;
816076027;Gemeinde Hilbersdorf;Hilbersdorf;
816076028;Gemeinde Hirschfeld;Hirschfeld / TH;
816076029;Stadt Hohenleuben;Hohenleuben;
816076033;Gemeinde Hundhaupten;Hundhaupten;
816076034;Gemeinde Kauern;Kauern;
816076036;Gemeinde Korbußen;Korbußen;
816076038;Gemeinde Kühdorf;Kühdorf;
816076039;Gemeinde Langenwetzendorf;Langenwetzend.;
816076041;Gemeinde Langenwolschendorf;Langenwolschd.;
816076042;Gemeinde Lederhose;Lederhose;
816076043;Gemeinde Linda b. Weida;Linda b. Weida;
816076044;Gemeinde Lindenkreuz;Lindenkreuz;
816076049;Stadt Münchenbernsdorf;Münchenbernsd.;
816076052;Gemeinde Neumühle/Elster;Neumühle/Elster;
816076055;Gemeinde Paitzdorf;Paitzdorf;
816076058;Gemeinde Pölzig;Pölzig;
816076059;Gemeinde Reichstädt;Reichstädt;
816076061;Stadt Ronneburg;Ronneburg;
816076062;Gemeinde Rückersdorf;Rückersdorf;
816076064;Gemeinde Saara;Saara;
816076067;Gemeinde Schwaara;Schwaara;
816076068;Gemeinde Schwarzbach;Schwarzbach TH;
816076069;Gemeinde Seelingstädt;Seelingstädt;
816076074;Gemeinde Teichwitz;Teichwitz;
816076079;Stadt Weida;Weida;
816076081;Gemeinde Weißendorf;Weißendorf;
816076084;Gemeinde Wünschendorf/Elster;Wünschendorf/E.;
816076086;Gemeinde Zedlitz;Zedlitz;
816076087;Stadt Zeulenroda-Triebes;Zeulenroda-Tr.;
816076088;Gemeinde Harth-Pöllnitz;Harth-Pöllnitz;
816076089;Gemeinde Kraftsdorf;Kraftsdorf;
816076092;Stadt Auma-Weidatal;Auma-Weidatal;
816076093;Gemeinde Mohlsdorf-Teichwolframsdorf;Mohlsdorf-T.;
816077001;Stadt Altenburg;Altenburg;
816077002;Gemeinde Altkirchen;Altkirchen;
816077003;Gemeinde Dobitschen;Dobitschen;
816077004;Gemeinde Drogen;Drogen;
816077005;Gemeinde Fockendorf;Fockendorf;
816077006;Gemeinde Frohnsdorf;Frohnsdorf;
816077007;Gemeinde Gerstenberg;Gerstenberg;
816077008;Gemeinde Göhren;Göhren;
816077009;Gemeinde Göllnitz;Göllnitz;
816077011;Gemeinde Göpfersdorf;Göpfersdorf;
816077012;Stadt Gößnitz;Gößnitz;
816077015;Gemeinde Haselbach;Haselbach;
816077016;Gemeinde Heukewalde;Heukewalde;
816077017;Gemeinde Heyersdorf;Heyersdorf;
816077018;Gemeinde Jonaswalde;Jonaswalde;
816077019;Gemeinde Jückelberg;Jückelberg;
816077022;Gemeinde Kriebitzsch;Kriebitzsch;
816077023;Gemeinde Langenleuba-Niederhain;Langenleuba-Ni.;
816077026;Gemeinde Löbichau;Löbichau;
816077027;Gemeinde Lödla;Lödla;
816077028;Stadt Lucka;Lucka;
816077029;Gemeinde Lumpzig;Lumpzig;
816077031;Gemeinde Mehna;Mehna;
816077032;Stadt Meuselwitz;Meuselwitz;
816077034;Gemeinde Monstab;Monstab;
816077036;Gemeinde Nobitz;Nobitz;
816077037;Gemeinde Nöbdenitz;Nöbdenitz;
816077039;Gemeinde Ponitz;Ponitz;
816077041;Gemeinde Posterstein;Posterstein;
816077042;Gemeinde Rositz;Rositz;
816077043;Stadt Schmölln;Schmölln;
816077044;Gemeinde Starkenberg;Starkenberg;
816077047;Gemeinde Thonhausen;Thonhausen;
816077048;Gemeinde Treben;Treben;
816077049;Gemeinde Vollmershain;Vollmershain;
816077051;Gemeinde Wildenbörten;Wildenbörten;
816077052;Gemeinde Windischleuba;Windischleuba;
816077055;Gemeinde Ziegelheim;Ziegelheim;
900000001;Nord (HA);;
900000002;Nordost (PD);;
900000003;Mitte (OF, EM);;
900000004;Ost (LZ);;
900000005;Südwest (SU);;
900000006;Südost (MS);;
900000007;Küste (HA);;
901000000;Schleswig-Holstein;Schleswig-H.;DWSG
901000001;Schleswig-Holstein - Binnenland;Schl.-H.Binnenl;HSB
901000002;Schleswig-Holstein - Küste (Nordsee);Schl.-H.Nordsee;HSN
901000003;Schleswig-Holstein - Küste (Ostsee);Schl.-H. Ostsee;HSO
901000004;Schleswig-Holstein - Helgoland;Helgoland;HSH
901051001;Kreis Dithmarschen - Binnenland;Dithmarschen-B.;HEB
901051002;Kreis Dithmarschen - Küste;Dithmarschen-K.;HEK
901054001;Kreis Nordfriesland - Binnenland;Nordfriesl.-Bin;NFI
901054002;Kreis Nordfriesland - Küste;Nordfriesl.-Küs;NFK
901055001;Kreis Ostholstein - Binnenland;Ostholstein-Bin;OHI
901055002;Kreis Ostholstein - Küste;Ostholstein-Küs;OHK
901056001;Kreis Pinneberg (ohne Helgoland);Pinneberg;PIX
901056002;Insel Helgoland;Insel Helgoland;PIH
901057001;Kreis Plön - Binnenland;Plön-Binnenl.;PLI
901057002;Kreis Plön - Küste;Plön-Küste;PLK
901058001;Kreis Rendsburg-Eckernförde - Binnenland;Rendsb.-Eck.-Bi;RDI
901058002;Kreis Rendsburg-Eckernförde - Küste;Rendsb.-Eck.-Kü;RDK
901059001;Kreis Schleswig-Flensburg - Binnenland;Flensburg-Binn.;SLI
901059002;Kreis Schleswig-Flensburg - Küste;Flensburg-Küste;SLK
901100000;Schleswig-Holstein - Nordsee;Schl.-H. Nords.;RHN
901200000;Schleswig-Holstein - Ostsee;Schl.-H. Ostsee;RHO
901300000;Schleswig-Holstein - Mitte;Schl.-H. Mitte;RHM
902000000;Hamburg;Hamburg;DWHH
902100000;Hamburg;Hamburg;HHH
903000000;Niedersachsen;Niedersachsen;LNI
903000001;Weser-Leine-Bergland;Weser-Leine-Bgl;HNB
903000002;Weser-Ems-Gebiet;Weser-Ems-Geb.;HNE
903000003;Niedersachsen - südlich der Aller;Niedersachsen-S;HNH
903000004;Niedersachsen - nördlich der Aller;Niedersachsen-N;HNL
903000005;Niedersachsen - Küste;Niedersachsen-K;HNK
903000006;Osnabrücker Raum;Osnabr. Raum;HNO
903000007;Elbe-Weser-Gebiet;Elbe-Weser-Geb.;HNW
903000008;Harz;Harz;HNZ
903100000;Niedersachsen - Süd;Niedersachsen S;RNS
903200000;Niedersachsen - Mitte;Niedersachsen M;RNM
903300000;Niedersachsen - Nord;Niedersachsen N;RNN
903352001;Kreis Cuxhaven - Binnenland;Cuxhaven-Binnen;CUI
903352002;Kreis Cuxhaven - Küste;Cuxhaven-Küste;CUK
