# WARNCELLID;NAME;KURZNAME;KENNUNG (SIGN)
815084341;Gemeinde Molauer Land;Molauer Land;
815084355;Stadt Naumburg (Saale);Naumburg/Saale;
815084360;Stadt Nebra (Unstrut);Nebra (Unstrut);
815084375;Stadt Osterfeld;Osterfeld;
815084442;Gemeinde Schnaudertal;Schnaudertal;
815084445;Gemeinde Schönburg;Schönburg;
815084470;Stadt Stößen;Stößen;
815084490;Stadt Teuchern;Teuchern;
815084550;Stadt Weißenfels;Weißenfels;
815084560;Gemeinde Wethau;Wethau;
815084565;Gemeinde Wetterzeube;Wetterzeube;
815084590;Stadt Zeitz;Zeitz;
815085040;Stadt Ballenstedt;Ballenstedt;
815085055;Stadt Blankenburg (Harz);Blankenburg/H.;
815085090;Gemeinde Ditfurt;Ditfurt;
815085110;Stadt Falkenstein/Harz;Falkenstein/Hz.;
815085125;Gemeinde Groß Quenstedt;Groß Quenstedt;
815085135;Stadt Halberstadt;Halberstadt;
815085140;Gemeinde Harsleben;Harsleben;
815085145;Stadt Harzgerode;Harzgerode;
815085160;Gemeinde Hedersleben;Hedersleben;
815085185;Gemeinde Huy;Huy;
815085190;Stadt Ilsenburg (Harz);Ilsenburg/Harz;
815085227;Gemeinde Nordharz;Nordharz;
815085228;Stadt Oberharz am Brocken;Oberharz a. Br;
815085230;Stadt Osterwieck;Osterwieck;
815085235;Stadt Quedlinburg;Quedlinburg;
815085285;Stadt Schwanebeck;Schwanebeck;
815085287;Gemeinde Selke-Aue;Selke-Aue;
815085330;Stadt Thale;Thale;
815085365;Stadt Wegeleben;Wegeleben;
815085370;Stadt Wernigerode;Wernigerode;
815086005;Gemeinde Biederitz;Biederitz;
815086015;Stadt Burg;Burg;
815086035;Gemeinde Elbe-Parey;Elbe-Parey;
815086040;Stadt Genthin;Genthin;
815086055;Stadt Gommern;Gommern;
815086080;Stadt Jerichow;Jerichow;
815086140;Stadt Möckern;Möckern;
815086145;Gemeinde Möser;Möser;
815087010;Gemeinde Ahlsdorf;Ahlsdorf;
815087015;Stadt Allstedt;Allstedt;
815087031;Stadt Arnstein;Arnstein;
815087045;Gemeinde Benndorf;Benndorf;
815087055;Gemeinde Berga;Berga;
815087070;Gemeinde Blankenheim;Blankenheim;
815087075;Gemeinde Bornstedt;Bornstedt;
815087101;Gemeinde Brücken-Hackpfüffel;Brücken-Hackpf.;
815087125;Gemeinde Edersleben;Edersleben;
815087130;Stadt Eisleben;Eisleben;
815087165;Stadt Gerbstedt;Gerbstedt;
815087205;Gemeinde Helbra;Helbra;
815087210;Gemeinde Hergisdorf;Hergisdorf;
815087220;Stadt Hettstedt;Hettstedt;
815087250;Stadt Kelbra (Kyffhäuser);Kelbra/Kyffh.;
815087260;Gemeinde Klostermansfeld;Klostermansfeld;
815087275;Stadt Mansfeld;Mansfeld;
815087370;Stadt Sangerhausen;Sangerhausen;
815087386;Gemeinde Seegebiet Mansfelder Land;Sg. Mansfeld.;
815087412;Gemeinde Südharz;Südharz;
815087440;Gemeinde Wallhausen;Wallhausen / ST;
815087470;Gemeinde Wimmelburg;Wimmelburg;
815088020;Stadt Bad Dürrenberg;Bad Dürrenberg;
815088025;Stadt Bad Lauchstädt;Bad Lauchstädt;
815088030;Gemeinde Barnstädt;Barnstädt;
815088065;Stadt Braunsbedra;Braunsbedra;
815088100;Gemeinde Farnstädt;Farnstädt;
815088150;Gemeinde Kabelsketal;Kabelsketal;
815088195;Stadt Landsberg;Landsberg;
815088205;Stadt Leuna;Leuna;
815088216;Stadt Wettin-Löbejün;Wettin-Löbejün;
815088220;Stadt Merseburg;Merseburg;
815088235;Stadt Mücheln (Geiseltal);Mücheln/G.;
815088250;Gemeinde Nemsdorf-Göhrendorf;Nemsdorf-Göhr.;
815088265;Gemeinde Obhausen;Obhausen;
815088295;Gemeinde Petersberg;Petersberg;
815088305;Stadt Querfurt;Querfurt;
815088319;Gemeinde Salzatal;Salzatal;
815088330;Gemeinde Schkopau;Schkopau;
815088340;Stadt Schraplau;Schraplau;
815088355;Gemeinde Steigra;Steigra;
815088365;Gemeinde Teutschenthal;Teutschenthal;
815089005;Stadt Alsleben (Saale);Alsleben/Saale;
815089015;Stadt Aschersleben;Aschersleben;
815089026;Stadt Barby;Barby;
815089030;Stadt Bernburg (Saale);Bernburg/Saale;
815089041;Gemeinde Bördeaue;Bördeaue;
815089042;Gemeinde Bördeland;Bördeland;
815089043;Gemeinde Börde-Hakel;Börde-Hakel;
815089045;Gemeinde Borne;Borne;
815089055;Stadt Calbe (Saale);Calbe/Saale;
815089075;Stadt Egeln;Egeln;
815089130;Gemeinde Giersleben;Giersleben;
815089165;Stadt Güsten;Güsten;
815089175;Stadt Hecklingen;Hecklingen;
815089185;Gemeinde Ilberstedt;Ilberstedt;
815089195;Stadt Könnern;Könnern;
815089235;Stadt Nienburg (Saale);Nienburg/Saale;
815089245;Gemeinde Plötzkau;Plötzkau;
815089305;Stadt Schönebeck (Elbe);Schönebeck/Elbe;
815089307;Stadt Seeland;Seeland;
815089310;Stadt Staßfurt;Staßfurt;
815089365;Gemeinde Wolmirsleben;Wolmirsleben;
815090003;Gemeinde Aland;Aland;
815090007;Gemeinde Altmärkische Höhe;Altmärkische H.;
815090008;Gemeinde Altmärkische Wische;Altmärk. Wische;
815090010;Stadt Arneburg;Arneburg;
815090070;Stadt Bismark (Altmark);Bismark/Altmark;
815090135;Gemeinde Eichstedt (Altmark);Eichstedt/Altm.;
815090180;Gemeinde Goldbeck;Goldbeck;
815090220;Gemeinde Hassel;Hassel;
815090225;Stadt Havelberg;Havelberg;
815090245;Gemeinde Hohenberg-Krusemark;Hohenberg-Kru.;
815090270;Gemeinde Iden;Iden;
815090285;Gemeinde Kamern;Kamern;
815090310;Gemeinde Klietz;Klietz;
815090415;Stadt Osterburg (Altmark);Osterburg/Altm.;
815090435;Gemeinde Rochau;Rochau;
815090445;Stadt Sandau (Elbe);Sandau (Elbe);
815090485;Gemeinde Schollene;Schollene;
815090500;Gemeinde Schönhausen (Elbe);Schönhausen/E.;
815090520;Stadt Seehausen (Altmark);Seehausen/Altm.;
815090535;Stadt Stendal;Stendal;
815090546;Stadt Tangerhütte;Tangerhütte;
815090550;Stadt Tangermünde;Tangermünde;
815090610;Stadt Werben (Elbe);Werben/Elbe;
815090631;Gemeinde Wust-Fischbeck;Wust-Fischbeck;
815090635;Gemeinde Zehrental;Zehrental;
815091010;Stadt Annaburg;Annaburg;
815091020;Stadt Bad Schmiedeberg;Bad Schmiedebg.;
815091060;Stadt Coswig (Anhalt);Coswig (Anhalt);
815091110;Stadt Gräfenhainichen;Gräfenhainichen;
815091145;Stadt Jessen (Elster);Jessen/Elster;
815091160;Stadt Kemberg;Kemberg;
815091241;Stadt Oranienbaum-Wörlitz;Oranienbaum-Wz.;
815091375;Stadt Wittenberg;Wittenberg;
815091391;Stadt Zahna-Elster;Zahna-Elster;
816051000;Stadt Erfurt;Erfurt;
816052000;Stadt Gera;Gera;
816053000;Stadt Jena;Jena;
816054000;Stadt Suhl;Suhl;
816055000;Stadt Weimar;Weimar;
816056000;Stadt Eisenach;Eisenach;
816061001;Gemeinde Arenshausen;Arenshausen;
816061002;Gemeinde Asbach-Sickenberg;Asbach-Sickenb.;
816061003;Gemeinde Berlingerode;Berlingerode;
816061004;Gemeinde Bernterode (bei Heilbad Heiligenstadt);Bernterode;
816061007;Gemeinde Birkenfelde;Birkenfelde;
816061012;Gemeinde Bodenrode-Westhausen;Bodenrode-Whsn.;
816061014;Gemeinde Bornhagen;Bornhagen;
816061015;Gemeinde Brehme;Brehme;
816061017;Gemeinde Breitenworbis;Breitenworbis;
816061018;Gemeinde Büttstedt;Büttstedt;
816061019;Gemeinde Buhla;Buhla;
816061021;Gemeinde Burgwalde;Burgwalde;
816061022;Gemeinde Deuna;Deuna;
816061023;Gemeinde Dieterode;Dieterode;
816061024;Gemeinde Dietzenrode/Vatterode;Dietzenrode-Va.;
816061025;Stadt Dingelstädt;Dingelstädt;
816061026;Gemeinde Ecklingerode;Ecklingerode;
816061027;Gemeinde Effelder;Effelder;
816061028;Gemeinde Eichstruth;Eichstruth;
816061031;Gemeinde Ferna;Ferna;
816061032;Gemeinde Freienhagen;Freienhagen;
816061033;Gemeinde Fretterode;Fretterode;
816061034;Gemeinde Geisleden;Geisleden;
816061035;Gemeinde Geismar;Geismar;
816061036;Gemeinde Gerbershausen;Gerbershausen;
816061037;Gemeinde Gernrode;Gernrode;
816061038;Gemeinde Gerterode;Gerterode;
816061039;Gemeinde Glasehausen;Glasehausen;
816061041;Gemeinde Großbartloff;Großbartloff;
816061043;Gemeinde Hausen;Hausen / TH;
816061044;Gemeinde Haynrode;Haynrode;
816061045;Stadt Heilbad Heiligenstadt;Heiligenstadt;
816061046;Gemeinde Helmsdorf;Helmsdorf;
816061047;Gemeinde Heuthen;Heuthen;
816061048;Gemeinde Hohengandern;Hohengandern;
816061049;Gemeinde Hohes Kreuz;Hohes Kreuz;
816061052;Gemeinde Hundeshagen;Hundeshagen;
816061054;Gemeinde Kallmerode;Kallmerode;
816061055;Gemeinde Kefferhausen;Kefferhausen;
816061056;Gemeinde Kella;Kella;
816061057;Gemeinde Kirchgandern;Kirchgandern;
816061058;Gemeinde Kirchworbis;Kirchworbis;
816061059;Gemeinde Kleinbartloff;Kleinbartloff;
816061061;Gemeinde Kreuzebra;Kreuzebra;
816061062;Gemeinde Krombach;Krombach;
816061063;Gemeinde Küllstedt;Küllstedt;
816061065;Gemeinde Lenterode;Lenterode;
816061066;Gemeinde Lindewerra;Lindewerra;
816061067;Gemeinde Lutter;Lutter;
816061068;Gemeinde Mackenrode;Mackenrode;
816061069;Gemeinde Marth;Marth;
816061074;Gemeinde Niederorschel;Niederorschel;
816061075;Gemeinde Pfaffschwende;Pfaffschwende;
816061076;Gemeinde Reinholterode;Reinholterode;
816061077;Gemeinde Röhrig;Röhrig;
816061078;Gemeinde Rohrberg;Rohrberg / TH;
816061082;Gemeinde Rustenfelde;Rustenfelde;
816061083;Gemeinde Schachtebich;Schachtebich;
816061084;Gemeinde Schönhagen;Schönhagen;
816061085;Gemeinde Schwobfeld;Schwobfeld;
816061086;Gemeinde Sickerode;Sickerode;
816061087;Gemeinde Silberhausen;Silberhausen;
816061089;Gemeinde Steinbach;Steinbach;
816061091;Gemeinde Steinheuterode;Steinheuterode;
816061094;Gemeinde Tastungen;Tastungen;
816061096;Gemeinde Thalwenden;Thalwenden;
816061097;Gemeinde Uder;Uder;
816061098;Gemeinde Volkerode;Volkerode;
816061101;Gemeinde Wachstedt;Wachstedt;
816061102;Gemeinde Wahlhausen;Wahlhausen;
816061103;Gemeinde Wehnde;Wehnde;
816061105;Gemeinde Wiesenfeld;Wiesenfeld;
816061107;Gemeinde Wingerode;Wingerode;
816061111;Gemeinde Wüstheuterode;Wüstheuterode;
816061113;Gemeinde Schimberg;Schimberg;
816061114;Gemeinde Teistungen;Teistungen;
816061115;Stadt Leinefelde-Worbis;Leinefelde-Wor.;
816061116;Gemeinde Am Ohmberg;Am Ohmberg;
816061117;Gemeinde Sonnenstein;Sonnenstein;
816062002;Stadt Bleicherode;Bleicherode;
816062004;Gemeinde Buchholz;Buchholz / TH;
816062005;Stadt Ellrich;Ellrich;
816062006;Gemeinde Etzelsrode;Etzelsrode;
816062007;Gemeinde Friedrichsthal;Friedrichsthal;
816062008;Gemeinde Görsbach;Görsbach;
816062009;Gemeinde Großlohra;Großlohra;
816062014;Gemeinde Hainrode/Hainleite;Hainrode/Hainl.;
816062016;Gemeinde Harzungen;Harzungen;
816062018;Gemeinde Herrmannsacker;Herrmannsacker;
816062024;Gemeinde Kehmstedt;Kehmstedt;
816062025;Gemeinde Kleinbodungen;Kleinbodungen;
816062026;Gemeinde Kleinfurra;Kleinfurra;
816062029;Gemeinde Kraja;Kraja;
816062033;Gemeinde Lipprechterode;Lipprechterode;
816062036;Gemeinde Neustadt/Harz;Neustadt/Harz;
816062037;Gemeinde Niedergebra;Niedergebra;
816062039;Gemeinde Nohra;Nohra;
816062041;Stadt Nordhausen;Nordhausen;
816062049;Gemeinde Sollstedt;Sollstedt;
816062054;Gemeinde Urbach;Urbach / TH;
816062058;Gemeinde Wipperdorf;Wipperdorf;
816062059;Gemeinde Wolkramshausen;Wolkramshausen;
816062062;Gemeinde Hohenstein;Hohenstein / TH;
816062063;Gemeinde Werther;Werther;
816062064;Stadt Heringen/Helme;Heringen/Helme;
816062065;Gemeinde Harztor;Harztor;
816063003;Stadt Bad Salzungen;Bad Salzungen;
816063004;Gemeinde Barchfeld-Immelborn;Barchfeld-Immb.;
816063006;Gemeinde Berka v.d. Hainich;Berka/Hainich;
816063007;Stadt Berka/Werra;Berka/Werra;
816063008;Gemeinde Bischofroda;Bischofroda;
816063009;Gemeinde Brunnhartshausen;Brunnhartshsn.;
816063011;Gemeinde Buttlar;Buttlar;
816063013;Stadt Creuzburg;Creuzburg;
816063014;Gemeinde Dankmarshausen;Dankmarshausen;
816063015;Gemeinde Dermbach;Dermbach;
816063016;Gemeinde Diedorf/Rhön;Diedorf/Rhön;
816063017;Gemeinde Dippach;Dippach;
816063019;Gemeinde Ebenshausen;Ebenshausen;
816063023;Gemeinde Empfertshausen;Empfertshausen;
816063024;Gemeinde Ettenhausen a.d. Suhl;Ettenhausen;
816063028;Gemeinde Frankenroda;Frankenroda;
816063029;Gemeinde Frauensee;Frauensee;
816063032;Stadt Geisa;Geisa;
816063033;Gemeinde Gerstengrund;Gerstengrund;
816063036;Gemeinde Großensee;Großensee / TH;
816063037;Gemeinde Hallungen;Hallungen;
816063039;Gemeinde Ifta;Ifta;
816063046;Gemeinde Krauthausen;Krauthausen;
816063049;Gemeinde Lauterbach;Lauterbach / TH;
816063051;Gemeinde Leimbach;Leimbach;
816063052;Gemeinde Marksuhl;Marksuhl;
816063055;Gemeinde Mihla;Mihla;
816063058;Gemeinde Nazza;Nazza;
816063059;Gemeinde Neidhartshausen;Neidhartshausen;
816063062;Gemeinde Oechsen;Oechsen;
816063066;Stadt Ruhla;Ruhla;
816063068;Gemeinde Schleid;Schleid / TH;
816063071;Gemeinde Seebach;Seebach / TH;
816063072;Stadt Stadtlengsfeld;Stadtlengsfeld;
816063075;Gemeinde Tiefenort;Tiefenort;
816063076;Stadt Treffurt;Treffurt;
816063078;Gemeinde Unterbreizbach;Unterbreizbach;
816063081;Gemeinde Urnshausen;Urnshausen;
816063082;Stadt Vacha;Vacha;
816063084;Gemeinde Weilar;Weilar;
816063086;Gemeinde Wiesenthal;Wiesenthal;
816063089;Gemeinde Wolfsburg-Unkeroda;Wolfsburg-Unk.;
816063092;Gemeinde Wutha-Farnroda;Wutha-Farnroda;
816063093;Gemeinde Zella/Rhön;Zella/Rhön;
816063094;Gemeinde Moorgrund;Moorgrund;
816063097;Gemeinde Gerstungen;Gerstungen;
816063098;Gemeinde Hörselberg-Hainich;Hörselberg-H.;
816063099;Stadt Bad Liebenstein;Bad Liebenstein;
816063101;Gemeinde Krayenberggemeinde;Krayenberggem.;
816063102;Stadt Kaltennordheim;Kaltennordheim;
816064001;Gemeinde Altengottern;Altengottern;
816064003;Stadt Bad Langensalza;Bad Langensalza;
816064004;Stadt Bad Tennstedt;Bad Tennstedt;
816064005;Gemeinde Ballhausen;Ballhausen;
816064007;Gemeinde Blankenburg;Blankenburg;
816064008;Gemeinde Bothenheilingen;Bothenheilingen;
816064009;Gemeinde Bruchstedt;Bruchstedt;
816064014;Gemeinde Dünwald;Dünwald;
816064017;Gemeinde Flarchheim;Flarchheim;
816064018;Gemeinde Großengottern;Großengottern;
816064019;Gemeinde Großvargula;Großvargula;
816064021;Gemeinde Haussömmern;Haussömmern;
816064022;Gemeinde Herbsleben;Herbsleben;
816064023;Gemeinde Heroldishausen;Heroldishausen;
816064027;Gemeinde Hornsömmern;Hornsömmern;
816064029;Gemeinde Issersheilingen;Issersheilingen;
816064032;Gemeinde Kammerforst;Kammerforst TH;
816064033;Gemeinde Kirchheilingen;Kirchheilingen;
816064035;Gemeinde Kleinwelsbach;Kleinwelsbach;
816064036;Gemeinde Klettstedt;Klettstedt;
816064037;Gemeinde Körner;Körner;
816064038;Gemeinde Kutzleben;Kutzleben;
816064043;Gemeinde Marolterode;Marolterode;
816064045;Gemeinde Mittelsömmern;Mittelsömmern;
816064046;Stadt Mühlhausen/Thüringen;Mühlhausen/Th.;
816064047;Gemeinde Mülverstedt;Mülverstedt;
816064048;Gemeinde Neunheilingen;Neunheilingen;
816064052;Gemeinde Obermehler;Obermehler;
816064053;Gemeinde Oppershausen;Oppershausen;
816064055;Gemeinde Rodeberg;Rodeberg;
816064057;Stadt Schlotheim;Schlotheim;
816064058;Gemeinde Schönstedt;Schönstedt;
816064061;Gemeinde Sundhausen;Sundhausen;
816064062;Gemeinde Tottleben;Tottleben;
816064064;Gemeinde Urleben;Urleben;
816064065;Gemeinde Weberstedt;Weberstedt;
816064066;Gemeinde Weinbergen;Weinbergen;
816064071;Gemeinde Unstruttal;Unstruttal;
816064072;Gemeinde Menteroda;Menteroda;
816064073;Gemeinde Anrode;Anrode;
816064074;Gemeinde Südeichsfeld;Südeichsfeld;
816064075;Gemeinde Vogtei;Vogtei;
816065001;Gemeinde Abtsbessingen;Abtsbessingen;
816065002;Stadt Artern/Unstrut;Artern;
816065003;Stadt Bad Frankenhausen/Kyffhäuser;Frankenhausen;
816065005;Gemeinde Bellstedt;Bellstedt;
816065008;Gemeinde Borxleben;Borxleben;
816065011;Gemeinde Bretleben;Bretleben;
816065012;Stadt Clingen;Clingen;
816065013;Gemeinde Donndorf;Donndorf;
816065014;Stadt Ebeleben;Stadt Ebeleben;
816065016;Gemeinde Etzleben;Etzleben;
816065018;Gemeinde Freienbessingen;Freienbessingen;
816065019;Gemeinde Gehofen;Gehofen;
816065022;Gemeinde Gorsleben;Gorsleben;
816065023;Stadt Greußen;Greußen;
816065031;Gemeinde Hauteroda;Hauteroda;
816065032;Gemeinde Helbedündorf;Helbedündorf;
816065033;Stadt Heldrungen;Heldrungen;
816065034;Gemeinde Hemleben;Hemleben;
816065035;Gemeinde Heygendorf;Heygendorf;
816065038;Gemeinde Holzsußra;Holzsußra;
816065039;Gemeinde Ichstedt;Ichstedt;
816065042;Gemeinde Kalbsrieth;Kalbsrieth;
816065046;Gemeinde Mönchpfiffel-Nikolausrieth;Mönchpfiffel-N.;
816065047;Gemeinde Nausitz;Nausitz;
816065048;Gemeinde Niederbösa;Niederbösa;
816065051;Gemeinde Oberbösa;Oberbösa;
816065052;Gemeinde Oberheldrungen;Oberheldrungen;
816065054;Gemeinde Oldisleben;Oldisleben;
816065056;Gemeinde Reinsdorf;Reinsdorf / TH;
816065057;Gemeinde Ringleben;Ringleben;
816065058;Gemeinde Rockstedt;Rockstedt;
816065061;Stadt Roßleben;Roßleben;
816065067;Stadt Sondershausen;Sondershausen;
816065072;Gemeinde Thüringenhausen;Thüringenhausen;
816065074;Gemeinde Topfstedt;Topfstedt;
816065075;Gemeinde Trebra;Trebra;
816065076;Gemeinde Voigtstedt;Voigtstedt;
816065077;Gemeinde Wasserthaleben;Wasserthaleben;
816065079;Gemeinde Westgreußen;Westgreußen;
816065081;Stadt Wiehe;Wiehe;
816065082;Gemeinde Wolferschwenda;Wolferschwenda;
816065084;Stadt Großenehrich;Großenehrich;
816065085;Gemeinde Kyffhäuserland;Kyffhäuserland;
816066001;Gemeinde Altersbach;Altersbach;
816066002;Gemeinde Aschenhausen;Aschenhausen;
816066005;Gemeinde Belrieth;Belrieth;
816066006;Gemeinde Benshausen;Benshausen;
816066008;Gemeinde Bermbach;Bermbach;
816066012;Gemeinde Birx;Birx;
816066013;Gemeinde Breitungen/Werra;Breitungen/W.;
816066015;Gemeinde Christes;Christes;
816066016;Gemeinde Dillstädt;Dillstädt;
816066017;Gemeinde Einhausen;Einhausen;
816066018;Gemeinde Ellingshausen;Ellingshausen;
816066019;Gemeinde Erbenhausen;Erbenhausen;
816066022;Gemeinde Fambach;Fambach;
816066023;Gemeinde Floh-Seligenthal;Floh-Seligenth.;
816066024;Gemeinde Frankenheim/Rhön;Frankenheim;
816066025;Gemeinde Friedelshausen;Friedelshausen;
816066028;Gemeinde Henneberg;Henneberg;
816066033;Gemeinde Hümpfershausen;Hümpfershausen;
816066035;Gemeinde Kaltensundheim;Kaltensundheim;
816066036;Gemeinde Kaltenwestheim;Kaltenwestheim;
816066038;Gemeinde Kühndorf;Kühndorf;
816066039;Gemeinde Leutersdorf;Leutersdorf TH;
816066041;Gemeinde Mehmels;Mehmels;
816066042;Stadt Meiningen;Meiningen;
816066043;Gemeinde Melpers;Melpers;
816066044;Gemeinde Metzels;Metzels;
816066045;Gemeinde Neubrunn;Neubrunn;
816066047;Stadt Oberhof;Oberhof;
816066048;Gemeinde Oberkatz;Oberkatz;
816066049;Gemeinde Obermaßfeld-Grimmenthal;Obermaßfeld-Gr.;
816066051;Gemeinde Oberschönau;Oberschönau;
816066052;Gemeinde Oberweid;Oberweid;
816066053;Gemeinde Oepfershausen;Oepfershausen;
816066056;Gemeinde Rippershausen;Rippershausen;
816066057;Gemeinde Ritschenhausen;Ritschenhausen;
816066058;Gemeinde Rohr;Rohr;
816066059;Gemeinde Rosa;Rosa;
816066061;Gemeinde Roßdorf;Roßdorf;
816066062;Gemeinde Rotterode;Rotterode;
816066063;Stadt Schmalkalden;Schmalkalden;
816066064;Gemeinde Schwallungen;Schwallungen;
816066065;Gemeinde Schwarza;Schwarza;
816066067;Gemeinde Springstille;Springstille;
816066069;Stadt Steinbach-Hallenberg;Steinbach-Hall.;
816066071;Gemeinde Stepfershausen;Stepfershausen;
816066073;Gemeinde Sülzfeld;Sülzfeld;
816066074;Stadt Brotterode-Trusetal;Brotterode-Tr.;
816066075;Gemeinde Unterkatz;Unterkatz;
816066076;Gemeinde Untermaßfeld;Untermaßfeld;
816066077;Gemeinde Unterschönau;Unterschönau;
816066078;Gemeinde Unterweid;Unterweid;
816066079;Gemeinde Utendorf;Utendorf;
816066081;Gemeinde Vachdorf;Vachdorf;
816066082;Gemeinde Viernau;Viernau;
816066083;Gemeinde Wahns;Wahns;
816066084;Gemeinde Wallbach;Wallbach;
816066085;Gemeinde Walldorf;Walldorf / TH;
816066086;Stadt Wasungen;Wasungen;
816066088;Gemeinde Wölfershausen;Wölfershausen;
816066092;Stadt Zella-Mehlis;Zella-Mehlis;
816066093;Gemeinde Rhönblick;Rhönblick;
816066094;Gemeinde Grabfeld;Grabfeld;
816067003;Gemeinde Ballstädt;Ballstädt;
816067004;Gemeinde Bienstädt;Bienstädt;
816067005;Gemeinde Brüheim;Brüheim;
816067006;Gemeinde Bufleben;Bufleben;
816067008;Gemeinde Crawinkel;Crawinkel;
816067009;Gemeinde Dachwig;Dachwig;
816067011;Gemeinde Döllstädt;Döllstädt;
816067013;Gemeinde Emleben;Emleben;
816067016;Gemeinde Eschenbergen;Eschenbergen;
816067019;Stadt Friedrichroda;Friedrichroda;
816067021;Gemeinde Friedrichswerth;Friedrichswerth;
816067022;Gemeinde Friemar;Friemar;
816067025;Gemeinde Georgenthal/Thür. Wald;Georgenthal/T.;
816067026;Gemeinde Gierstädt;Gierstädt;
816067027;Gemeinde Goldbach;Goldbach;
816067029;Stadt Gotha;Gotha;
816067032;Gemeinde Gräfenhain;Gräfenhain;
816067033;Gemeinde Großfahner;Großfahner;
816067035;Gemeinde Haina;Haina;
816067036;Gemeinde Herrenhof;Herrenhof;
816067037;Gemeinde Hochheim;Hochheim;
816067039;Gemeinde Hohenkirchen;Hohenkirchen TH;
816067044;Gemeinde Luisenthal;Luisenthal;
816067047;Gemeinde Molschleben;Molschleben;
816067052;Gemeinde Nottleben;Nottleben;
816067053;Stadt Ohrdruf;Ohrdruf;
816067054;Gemeinde Petriroda;Petriroda;
816067055;Gemeinde Pferdingsleben;Pferdingsleben;
816067056;Gemeinde Remstädt;Remstädt;
816067059;Gemeinde Schwabhausen;Schwabhausen;
816067063;Gemeinde Sonneborn;Sonneborn;
816067064;Gemeinde Tabarz/Thür. Wald;Tabarz/Th.;
816067065;Stadt Tambach-Dietharz/Thür. Wald;Tambach-Dieth.;
816067067;Gemeinde Tonna;Tonna;
816067068;Gemeinde Tröchtelborn;Tröchtelborn;
816067071;Gemeinde Tüttleben;Tüttleben;
816067072;Stadt Waltershausen;Waltershausen;
816067074;Gemeinde Wangenheim;Wangenheim;
816067075;Gemeinde Warza;Warza;
816067078;Gemeinde Westhausen;Westhausen;
816067081;Gemeinde Wölfis;Wölfis;
816067082;Gemeinde Zimmernsupra;Zimmernsupra;
816067083;Gemeinde Leinatal;Leinatal;
816067085;Gemeinde Günthersleben-Wechmar;Günthersleben;
816067086;Gemeinde Drei Gleichen;Drei Gleichen;
816067087;Gemeinde Nesse-Apfelstädt;Nesse-Apfelst.;
816067088;Gemeinde Hörsel;Hörsel;
816068001;Gemeinde Alperstedt;Alperstedt;
816068002;Gemeinde Andisleben;Andisleben;
816068003;Gemeinde Beichlingen;Beichlingen;
816068004;Gemeinde Bilzingsleben;Bilzingsleben;
816068005;Gemeinde Büchel;Büchel / TH;
816068006;Stadt Buttstädt;Buttstädt;
816068007;Gemeinde Eckstedt;Eckstedt;
816068008;Gemeinde Ellersleben;Ellersleben;
816068009;Gemeinde Elxleben;Elxleben;
816068011;Gemeinde Eßleben-Teutleben;Eßleben-Teutl.;
816068012;Gemeinde Frömmstedt;Frömmstedt;
816068013;Gemeinde Gangloffsömmern;Gangloffsömmern;
816068014;Stadt Gebesee;Gebesee;
816068015;Gemeinde Griefstedt;Griefstedt;
816068016;Gemeinde Großbrembach;Großbrembach;
816068017;Gemeinde Großmölsen;Großmölsen;
816068019;Gemeinde Großneuhausen;Großneuhausen;
816068021;Gemeinde Großrudestedt;Großrudestedt;
816068022;Gemeinde Günstedt;Günstedt;
816068023;Gemeinde Guthmannshausen;Guthmannshausen;
816068024;Gemeinde Hardisleben;Hardisleben;
816068025;Gemeinde Haßleben;Haßleben;
816068026;Gemeinde Henschleben;Henschleben;
816068027;Gemeinde Herrnschwende;Herrnschwende;
816068028;Gemeinde Kannawurf;Kannawurf;
816068029;Stadt Kindelbrück;Kindelbrück;
816068031;Gemeinde Kleinbrembach;Kleinbrembach;
816068032;Gemeinde Kleinmölsen;Kleinmölsen;
816068033;Gemeinde Kleinneuhausen;Kleinneuhausen;
816068034;Stadt Kölleda;Kölleda;
816068035;Gemeinde Mannstedt;Mannstedt;
816068036;Gemeinde Markvippach;Markvippach;
816068037;Gemeinde Nöda;Nöda;
816068038;Gemeinde Olbersleben;Olbersleben;
816068039;Gemeinde Ollendorf;Ollendorf;
816068041;Gemeinde Ostramondra;Ostramondra;
816068042;Stadt Rastenberg;Rastenberg;
816068043;Gemeinde Riethgen;Riethgen;
816068044;Gemeinde Riethnordhausen;Riethnordhausen;
816068045;Gemeinde Ringleben;Ringleben / TH;
816068046;Gemeinde Rudersdorf;Rudersdorf;
816068047;Gemeinde Schillingstedt;Schillingstedt;
816068048;Gemeinde Schloßvippach;Schloßvippach;
816068049;Gemeinde Schwerstedt;Schwerstedt;
816068051;Stadt Sömmerda;Sömmerda;
816068052;Gemeinde Sprötau;Sprötau;
816068053;Gemeinde Straußfurt;Straußfurt;
816068055;Gemeinde Udestedt;Udestedt;
816068056;Gemeinde Vogelsberg;Vogelsberg;
816068057;Gemeinde Walschleben;Walschleben;
816068058;Stadt Weißensee;Weißensee;
816068059;Gemeinde Werningshausen;Werningshausen;
816068061;Gemeinde Witterda;Witterda;
816068062;Gemeinde Wundersleben;Wundersleben;
816069001;Gemeinde Ahlstädt;Ahlstädt;
816069002;Stadt Bad Colberg-Heldburg;Bad Colberg-Hb.;
816069003;Gemeinde Beinerstadt;Beinerstadt;
